letra
"Senhor, meu Deus, quando eu, maravilhado,Contemplo a Tua imensa criação,A Terra e o mar e o céu todo estrelado,Me vêm falar da Tua perfeição,Então minh'alma canta a Ti, Senhor,Grandioso és Tu! Grandioso és Tu!,Então minh'alma canta a Ti, Senhor,Grandioso és Tu! Grandioso és Tu!,Quando as estrelas, tão de mim distantes,Vejo a brilhar com vívido esplendor,Relembro, oh! Deus, as glórias cintilantes,Que meu Jesus deixou, por meu amor!,Então minh'alma canta a Ti, Senhor,Grandioso és Tu! Grandioso és Tu!,Então minh'alma canta a Ti, Senhor,Grandioso és Tu! Grandioso és Tu!,Olho as florestas murmurando ao vento,E, ao ver que Tu plantaste cada pé,Recordo a cruz, o lenho tão cruento,E no Teu Filho afirmo a minha fé,Então minh'alma canta a Ti, Senhor,Grandioso és Tu! Grandioso és Tu!,Então minh'alma canta a Ti, Senhor,Grandioso és Tu! Grandioso és Tu!,E quando penso que Tu não poupaste,Teu filho amado por amor de mim,Meu coração, que nele Tu ganhaste,Transborda, oh! Pai, de amor que não tem fim!,Então minh'alma canta a Ti, Senhor,Grandioso és Tu! Grandioso és Tu!,Então minh'alma canta a Ti, Senhor,Grandioso és Tu! Grandioso és Tu!,E quando Cristo, o amado meu voltando,Vier dos céus o povo seu buscar,No lar eterno, quero jubilando,A Tua santa face contemplar,Então minh'alma canta a Ti, Senhor,Grandioso és Tu! Grandioso és Tu!,Então minh'alma canta a Ti, Senhor,Grandioso és Tu! Grandioso és Tu!"
"Não me sinto só,Pois Sua graça achou em mim morada,E me acolheu,Tudo mudou em mim,Tudo mudou em mim,Não me sinto só,Pois Sua graça achou em mim morada,E me acolheu,Tudo mudou em mim,Tudo mudou em mim,Aba, agora eu posso,Dizer tudo o que sinto,Aba, mesmo sem,Eu merecer, sou filho,Aba, agora eu posso,Dizer tudo o que sinto,Aba, mesmo sem,Eu merecer, sou filho,Aba, agora eu posso,Dizer tudo o que sinto,Aba, mesmo sem,Eu merecer, sou filho,Aba, agora eu posso,Dizer tudo o que sinto,Aba, mesmo sem,Eu merecer, sou filho,Teu jugo é suave,E o Teu fardo é leve, é leve,Descanso encontro em Ti,Pois o Teu fardo é leve, é leve,Teu jugo é suave,E o Teu fardo é leve, é leve,Descanso encontro em Ti,Pois o Teu fardo é leve, é leve,Aba, agora eu posso,Dizer tudo o que sinto,Aba, mesmo sem,Eu merecer, sou filho,Aba, agora eu posso,Dizer tudo o que sinto,Aba, mesmo sem,Eu merecer, sou filho,Aba, agora eu posso,Dizer tudo o que sinto,Aba, mesmo sem,Eu merecer, sou filho,Aba, agora eu posso,Dizer tudo o que sinto,Aba, mesmo sem,Eu merecer, sou filho,Sou filho, sou filho,Sou filho, sou filho,Sou filho, sou filho,Sou filho, sou filho,Teu jugo é suave,E o Teu fardo é leve, é leve,Descanso encontro em Ti,Pois o Teu fardo é leve, é leve,Teu jugo é suave,E o Teu fardo é leve, é leve,Descanso encontro em Ti,Pois o Teu fardo é leve, é leve,Aba, agora eu posso,Dizer tudo o que sinto,Aba, mesmo sem,Eu merecer, sou filho,Teu jugo é suave,E o Teu fardo é leve, é leve,Descanso encontro em Ti,Pois o Teu fardo é leve, é leve,Teu jugo é suave,E o Teu fardo é leve, é leve,Descanso encontro em Ti,Pois o Teu fardo é leve, é leve"
"Por toda a minha vida,Oh Senhor, Te louvarei,Pois meu fôlego é a Tua vida,E nunca me cansarei,Posso ouvir a Tua voz,É mais doce do que o mel,Que me tira desta cova,E me leva até o céu,Já vi fogo e terremotos,Vento forte que passou,Já vivi tantos perigos,Mas Tua voz me acalmou,Tu dás ordem às estrelas,E ao mar, os seus limites,Eu me sinto tão seguro,No Teu colo, oh, Altíssimo,Não há ferrolhos,Nem portas que se fechem diante da Tua voz,Não há doenças, nem culpa,Que fiquem de pé diante de nós,E a tempestade se acalma,Na voz Daquele que tudo criou,Pois Sua palavra é pura,Escudo para os que n'Ele creem,Não há ferrolhos,Nem portas que se fechem diante da Tua voz,Não há doenças, nem culpa,Que fiquem de pé diante de nós,E a tempestade se acalma,Na voz Daquele que tudo criou,Pois Sua palavra é pura,Escudo para os que n'Ele creem"
"Com gemidos que palavras não podem explicar,Ele leva ao Pai as minhas intercessões,Quando dobro os meus joelhos em meio às tribulações,Ele ouve o gemido do meu coração,Ó, Jesus, a Ti confesso, não dá pra viver,Sem sentir a tua presença no meu ser,Sou eterno dependente, ser humano tão carente,Estou de novo aqui e quero teu poder,Ainda que pra te servir Jesus eu tenha que chorar,Te servirei porque comigo estarás,Sofrer contigo é bem melhor do que errar,Perdoa-me porque às vezes não consigo nem falar,Logo as lágrimas meus olhos vêm molhar,Como um sinal que tu estás neste lugar,Ó, Jesus, a Ti confesso, não dá pra viver,Sem sentir a tua presença no meu ser,Sou eterno dependente,Um ser humano tão carente,Estou de novo aqui e quero teu poder,Ainda que pra te servir Jesus eu tenha que chorar,Te servirei porque comigo estarás,Sofrer contigo é bem melhor do que errar,Perdoa-me porque às vezes não consigo nem falar,Logo as lágrimas meus olhos vêm molhar,Como um sinal que tu estás neste lugar,Ainda que pra te servir Jesus eu tenha que chorar,Te servirei porque comigo estarás,Sofrer contigo é bem melhor do que errar,Perdoa-me porque às vezes não consigo nem falar,Logo as lágrimas meus olhos vêm molhar,Como um sinal que tu estás neste lugar"
"Era Jerusalém, o cenário de uma revolução,Que me encoraja a não me vender às condições,Era Josias gerador da reconstrução,Quando com apenas oito anos começou sua missão,Rei de Judá, pronto pra lutar,Pela essência que o pecado fez contaminar,Israel, não bastou ver o abrir do mar,Ver no deserto o maná,Se reduziu outra vez por em seu Deus não confiar,Mas o caçador se esqueceu que do alto a mão de Deus,Germinava a semente que a serpente esmagaria,Era só um contexto, estratégia pra mostrar,Que através de um Deus uma geração levantará,Enquanto eu estiver aqui,Eu não vou mais permitir,Dividir o mesmo espaço com o pecado,O povo não percebe que Deus está irado,Lanço fora a hipocrisia, a idolatria,Rasgo as vestes, e anuncio,A reforma que primeiro em mim irá começar,O altar será reformado, só Ele deve ser adorado,Jerusalém, Deus tem ciúmes de ti,Israel, não bastou ver o abrir do mar,Ver no deserto o maná,Se reduziu outra vez por em seu Deus não confiar,Mas o caçador se esqueceu que do alto a mão de Deus,Germinava a semente que a serpente esmagaria,Era só um contexto, estratégia pra mostrar,Que através de um Deus uma geração levantará,Enquanto eu estiver aqui,Eu não vou mais permitir,Dividir o mesmo espaço com o pecado,O povo não percebe que Deus está irado,Lanço fora a hipocrisia, a idolatria,Rasgo as vestes e anuncio,A reforma que primeiro em mim, irá começar,O altar será reformado, só Ele deve ser adorado,Jerusalém, Deus tem ciúmes de ti,Baal tem que cair e a igreja triunfar,São valores invertidos que estão a dominar!,Baal tem que cair e a igreja triunfar,Igreja!,Enquanto eu estiver aqui,Eu não vou mais permitir,Dividir o mesmo espaço com o pecado,O povo não percebe que Deus está irado,Lanço fora a hipocrisia, a idolatria,Rasgo as vestes e anuncio,A reforma que primeiro em mim, irá começar,O altar será reformado, só Ele deve ser adorado,Jerusalém, Deus tem ciúmes de ti,Oh, aleluia!,A reforma começou em mim,A reforma começou primeiro em mim"
"Eu vejo a glória do Senhor hoje aqui,,A sua mão e o seu poder sobre mim.,Os céus abertos hoje eu vou contemplar,O amor descer neste lugar.,Eu quero ver agora o teu poder,,A tua glória inundando meu ser,,Vou levantar as mãos vou receber.,Vou louvando o teu nome,,Porque eu sinto o Senhor me tocar."
"É adorar quando Deus não responde,É adorar quando a dor te consome,Adorar a Deus acima de tudo,É adorar no dia do luto,Adorar a Deus no vale ou no deserto,É adorar sem amigos por perto,É adorar quando não há recursos,É adorar a Deus quando lhe falta tudo,Quem nunca pensou em desistir?,Quem nunca pensou em parar?,Mudar todos os planos de uma vida, deixar tudo pra lá?,Quem nunca cogitou sair de casa?,Abandonar os sonhos no caminho?,Como folha seca no vento sem direção, virar um andarilho,Às vezes as portas se fecham,Às vezes as lágrimas rolam,Às vezes as luzes se apagam,E o que se perde não volta,O que fazer?,O que fazer?,É quando no fundo do poço,Perguntas ficam sem respostas,É quando a vitória não chega,E se conhece a derrota,O que fazer?,O que fazer?,É adorar quando Deus não responde,É adorar quando a dor te consome,Adorar a Deus acima de tudo,É adorar no dia do luto,Adorar a Deus no vale ou no deserto,É adorar sem amigos por perto,É adorar quando não há recursos,É adorar a Deus, quando lhe falta tudo,É adorar a Deus, quando lhe falta tudo,É adorar quando Deus não responde,É adorar quando a dor te consome,Adorar a Deus acima de tudo,É adorar no dia do luto,Adorar a Deus no vale ou no deserto,É adorar sem amigos por perto,É adorar quando não há recursos,É adorar a Deus, quando lhe falta tudo,Quando lhe falta tudo"
"Quando as portas todas já estão fechadas,E não há uma saída pra você,Uma voz tão mansa, doce e suave,Diz assim: Meu filho, sou tua saída!,Quando o inimigo diz é o fim da história,E quer levar ao desespero o seu coração,Deus jamais permitirá que um filho teu ceda vitória,Ele tem todo poder e a solução,Não ceda, agora, confia que a história não vai terminar assim,Descanse em Cristo, fazendo assim você será muito feliz,Quando tudo enfim parece acabado, (sabe o que acontece?),Logo vem o sentimento de perder,Mas é Deus quem dá a última palavra,Ele ama e sei que vai lhe socorrer,A esperança em Cristo é certa e nunca morre,Deus não vai deixar você ficar sofrendo assim,Ele tem, tem nas mãos a chave da vitória,Não desista meu amigo, pois não é o fim,Não ceda, agora, confia que a história não vai terminar assim,Descanse em Cristo, fazendo assim você será muito feliz,Não ceda, agora, confia que a história não vai terminar assim,Descanse em Cristo, fazendo assim você será muito feliz,Fazendo assim você será muito feliz"
"Tu te abeiraste da praia,Não buscaste nem sábios nem ricos,Somente queres que eu te siga,Senhor, Tu me olhaste nos olhos,A sorrir, pronunciaste meu nome,Lá na praia, eu larguei o meu barco,Junto a Ti, buscarei outro mar,Tu sabes bem que em meu barco,Eu não tenho nem ouro nem espadas,Somente redes e o meu trabalho,Tu, minhas mãos solicitas,Meu cansaço que a outros descanse,Amor que almejas, seguir amando,Tu, pescador de outros lagos,Ânsia eterna de almas que esperam,Bondoso amigo que assim me chamas"
"Meu coração eu entreguei a Ti,E percebi que És tudo o que procurei,Por isso estou aqui,Eu vim correndo Te encontrar,Pois tenho algo a Te dizer,Você precisa saber o que diz meu coração,Eu vim correndo Te encontrar,Pois tenho algo a Te dizer,Você precisa saber o que diz meu coração,Jesus, Jesus, Jesus, Jesus,Meu coração eu entreguei a Ti,E percebi que És tudo o que procurei,Por isso estou aqui,Eu vim correndo Te encontrar,Pois tenho algo a Te dizer,Você precisa saber o que diz meu coração,Eu vim correndo Te encontrar,Pois tenho algo a Te dizer,Você precisa saber o que diz meu coração,Jesus, Jesus, Jesus, Jesus,Quero ser a canção Que Te faça sorrir,Uma canção Que Te faça cantar,Olhando pra mim  E dizendo assim,Filho meu, eu te amo!"
"Pode o mundo inteiro me deixar,Meu melhor amigo me trair,Pode meu amor me abandonar,Pode a esperança me mentir,Pode minha mãe me rejeitar,E o meu pai não querer mais me ver,Pode até a sorte me enganar,Minha própria vida me esquecer,Já me acostumei com isso,Ser pisado por alguém,Pensar que tem gente amiga,Mas na hora que precisa ,Vai olhar não tem ninguém,Mas a vida é assim mesmo,Eu não vou desanimar,Se a estrada é sem saída,Volto ao ponto de partida,Peço a Deus pra me guiar,Jesus não vai me abandonar,Vai sempre estar perto de mim,Se o mundo me esquecer,A sua voz vem me dizer,,Meu filho Eu estou aqui,Jesus não vai me rejeitar,Ele não quer me ver sofrer,E se a vida complicar,A sua mão vem me ajudar,E me dar força pra vencer"
"Pai, estou aqui, olha para mim,Desesperado por mais de Ti,A Tua presença é o meu sustento,A Tua palavra, meu alimento,Preciso ouvir a Tua Voz dizendo assim,Vem filho amado,Vem em meus braços descansar,E bem seguro te conduzirei,Ao meu altar,Ali falarei contigo,Com Meu amor te envolverei,Quero olhar em teus olhos,Tuas feridas sararei,Vem filho amado,Vem como estás,Pai, meu Pai,Meu Papai, Abba Pai"
"A química de Deus é tão perfeita,Transforma, evolui e eleva o nível,Quem viu o antes se encanta com o depois,Se pergunta: Como foi que aconteceu o impossível?,O carbono em alta temperatura,Se transforma em um lindo diamante,Pois a química de Deus tem esse efeito,Faz quem nunca teve brilho ser a joia mais brilhante,É incrivelmente lindo o que Deus faz,Normalmente não existe explicação,O carbono para ser cristalizado,Fica superaquecido no calor de um vulcão,A transformação em nós é diferente,Ela sempre causa lágrimas de dor,Mas é preciso sofrer a metamorfose,Pois é de lutas e provas que se faz um vencedor,O carbono se transforma em diamante,E o néctar se transforma no mel,A lagarta se transforma em borboleta,Rompe o casulo, voa no céu,O escravo se transforma em governo,O país inteiro agora é povo seu,Para uma transformação tão grande assim existe um nome,É química de Deus,A química de Deus,Acende um vulcão,Aquece o carbono,Em um milagre santo lhe transforma em diamante,A química de Deus,Aquece o coração,Acende a esperança,Faz o impossível para transformar você,Na joia linda mais brilhante,É química, é química, é química de Deus,Que faz o elo do carbono ao diamante,É química, é química, é química de Deus,Que fez você a joia linda mais brilhante"
"Bem mais que as forças, poder e reis,Que a natureza e tudo que se fez,Bem mais que tudo, criado por Tuas mãos,Deus Tu és o início, meio e fim,Bem mais que os mares, bem mais que o sol,E as maravilhas que o mundo conheceu,E as riquezas, tesouros dessa Terra,Incomparável és pra mim,Por amor, sua vida entregou,Meu Senhor, humilhado foi,Como a flor, machucada no jardim,Morreu por mim, pensou em mim,Me amou"
"Teu fogo é força que consome,Que incomoda o meu coração,Teu fogo é tudo que eu preciso,Não vou perder, não posso perder,Tua verdade me desvenda,E arranca tudo que é mau em mim,Tua glória é tudo que eu preciso,Não vou perder, não posso perder,Se ninguém Te adorar, eu vou!,O meu coração Você roubou!,Não vou mais viver das minhas mentiras,Não vou perder, não posso perder,Se ninguém Te adorar, eu vou!,O meu coração Você roubou!,Não vou mais viver das minhas mentiras,Não vou perder, não posso perder,Vou erguer um altar de adoração a Ti,Vou erguer um altar de adoração aqui,Até que a minha mão se una a Tua mão,E o meu coração seja um com o Teu,Não há nada que eu queira mais,Não há nada que eu seja mais,Eu sou Teu"
"Eu não vou mais olhar atrás,O que passou não volta mais,Não temerei o que virá,Minha esperança está em Deus,Cada lágrima que chorei,Cada sonho que perdi,Coloco aos teus pés,Levanta-me, Senhor,Eu confio em ti,Nada poderá me afastar de ti,Tu és a minha fonte, meu sustento,Meu amigo fiel,Eu confio em ti,Nada poderá me afastar de ti,Em todo tempo eu sei que estás comigo,Meu amigo fiel"
"Sempre que eu leio a história de Cristo,Eu fico a pensar com grande emoção,Do privilégio que muitos tiveram,De ver o Seu rosto, sentir Sua mão,Eu também teria a mesma alegria,De vê-lo bem perto,Bem juntinho a mim,De olhar em seus olhos serenos e meigos,Oh! Como eu seria tão feliz assim,Queria saber como era o seu rosto,Embora eu sinta que era mui lindo,Inspirava fé e também confiança,E dava a todos um gozo infindo,Ao ver as gravuras dos quadros pintados,Daquilo que dizem ser o meu Senhor,Meu ser não aceita o que está na tela,É falsa a inspiração do pintor,Não creio, não creio num Cristo vencido,Cheio de amargura, semblante de dor,Eu creio num Cristo de rosto alegre,Eu creio no Cristo que é vencedor,E um dia também O verei face a face,E assim eu creio pela minha fé,Oh! Aleluia, verei o Seu rosto,Verei a Jesus como Ele é,Oh! Aleluia, verei o Seu rosto,Verei a Jesus como Ele é"
